sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
,,,,,,,,,,input,tenaga kerja padi,pemanenan,rp,80000,80000,hok,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja padi,pengeringan,rp,80000,80000,hok,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja karet,pembuatan lubang,rp,80000,80000,hok,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja karet,penanaman,rp,80000,80000,hok,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja karet,penyiangan,rp,80000,80000,hok,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
,,,,,,,,,,input,tenaga kerja karet,pruning,rp,80000,80000,hok,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja karet,penyadapan,rp,80000,80000,hok,0,0,0,0,0,0,0,0,10,8.28482265,15.15518843,20.12550462,21.88182263,22.03799463,22.34630389,23.09051394,23.9986773,24.15463172,24.46237243,24.76458489,25.06130421,24.57742453,24.4347716,23.38345913,21.87827577,21.87827577,21.17018263,20.73014775,19.97111573,19.246817
,,,,,,,,,,input,tenaga kerja panen,panen durian,rp,80000,80000,hok,,,,,,,,,,,,2,,,8,,,8,,,8,,,8,,,8,,,8
,,,,,,,,,,input,tenaga kerja panen,panen duku,rp,80000,80000,hok,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,input,tenaga kerja panen,panen jengkol,rp,80000,80000,hok,,,,,,,,,,,,2,2,3,3,4,4,5,7,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,output,sampingan,Padi,Rp/kg,8000,8000,kg,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,output,utama,Karet basah,Rp/kg,6500,6500,kg,0,0,0,0,0,0,0,0,0,203.934096,373.050792,495.3970368,538.62948,542.4737139,550.0628649,568.3818816,590.736672,594.57555,602.150706,609.589782,616.893642,604.9827576,601.471301,575.59284,538.5421728,538.5421728,521.1121878,510.28056,491.596695,473.767803
,,,,,,,,,,output,sampingan,Durian ,Rp/btr,5000,5000,butir,,,,,,,,,,,,100,,,200,,,300,,,300,,,300,,,300,,,300
,,,,,,,,,,output,sampingan,Duku ,Rp/kg,6000,6000,kg,,,,,,,,,,,,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
,,,,,,,,,,output,sampingan,Jengkol ,Rp/kg,8000,8000,kg,,,,,,,,,,,,100,150,300,300,350,400,500,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,output,sampingan,kayu karet,Rp/m3,300000,350000,m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
